nbh_id,DAYS TO CLOSE
0,27.332230576441102
1,33.17372881355932
2,25.97236084452975
3,17.177563661390227
4,16.65800493317272
5,38.41728091728092
6,25.093320848938827
7,34.450980392156865
8,42.355429497568885
9,45.92414060480744
10,19.672082717872968
11,27.590665236051503
12,46.81934865900383
13,46.99257172131148
14,32.65109489051095
15,45.70704339597134
16,55.705743773838904
17,71.03177091498145
18,70.45571514063435
19,70.09840524168624
20,82.42441469843403
21,73.30191415313224
22,82.54089851440845
23,26.050144648023142
24,46.6007866273353
25,50.494552824930324
26,31.863741339491916
27,92.22387362123762
28,106.54243708269132
29,100.99121617257637
30,103.4903346089687
31,89.44583714547117
32,66.42225
33,71.56069592724397
34,94.96808898614151
35,56.41561238223419
36,48.44075456867754
37,36.60346820809249
38,42.633370329263784
39,36.26810035842294
40,25.399603043334437
41,29.630614444843694
42,34.44570318821816
43,47.54462731444849
44,46.313065326633165
45,48.22604422604422
46,56.528123947457054
47,31.737166776823088
48,81.97430095361241
49,58.21274124374553
50,40.58386908240795
51,70.53141281029727
52,77.03091684434968
53,80.3158978583196
54,87.73122529644269
55,99.76103084732526
56,106.36785028790787
57,79.9253781512605
58,87.08283228860176
59,109.48873143890857
60,77.31851691240243
61,84.09557867360208
62,78.89211698624831
63,87.83297180043384
64,77.45440063719633
65,47.13256484149856
66,90.53221173574066
67,73.89026812313803
68,63.07592592592592
69,88.39426118391324
70,38.09266223893734
71,35.51375631667602
72,30.57838143746463
73,32.38133181559476
74,43.181802807373586
75,42.36056401074306
76,54.13186402689578
77,34.79977375565611
78,53.58349756930758
79,23.779748706577976
80,45.733033932135726
81,30.608412197686647
82,31.770900035574527
83,37.77200996677741
84,29.12027199320017
85,18.443361753958587
86,17.479543930248155
87,19.921739130434784
88,21.66096256684492
89,17.755102040816325
90,28.21806054386865
91,23.748287236741945
92,33.501089118287716
93,22.480290456431536
94,26.87577002053388
95,23.33604887983707
96,26.981867283950617
97,22.65727429557217
98,21.469293163383547
99,24.26635873749038
100,24.728710462287104
101,25.545249718362747
102,23.480790960451976
103,25.313525749858517
104,28.00800883733775
105,29.18801996672213
106,39.67448494453249
107,30.876507027243058
108,29.30811901159859
109,30.88355899419729
110,44.095254589539316
111,38.06994535519126
112,55.13429821608886
113,55.453532733099344
114,46.61376564277588
115,38.47880041365047
116,71.16032937757326
117,74.55668747946106
118,76.23789875600444
119,76.37098314798389
120,36.781287246722286
121,59.79244954766875
122,62.2218366588177
123,49.99429657794677
124,98.5983026874116
125,87.98318332543818
126,67.11253369272237
127,50.035885933995516
128,69.35654156436338
129,80.27987283490462
130,62.62765749951239
131,52.323607427055705
132,36.297093649085035
133,38.68072289156626
134,38.554715924993005
135,41.827175471490015
136,66.14383338756915
137,29.514322916666668
138,33.895754970446
139,44.894055201698514
140,46.61542610571737
141,55.3678881388621
142,37.532871387527464
143,37.48584995251662
144,26.502554278416348
145,22.5041782729805
146,27.183014971605576
147,31.82825295723385
148,24.785698172794948
149,23.61996086105675
150,21.64390243902439
151,19.594246260069045
152,26.00822299651568
153,27.827383863080684
154,57.23097412480974
155,22.55133079847909
156,34.16654571843251
157,33.35510257076084
158,35.24396551724138
159,33.07446099133141
160,27.682698961937717
161,45.774284705051215
162,49.29444912235248
163,45.69143248800548
164,33.295332964397716
165,36.78039160445133
166,48.26079356755812
167,47.9165434185506
168,46.53770351328192
169,45.258322663252244
170,48.43808353808354
171,62.968382212608944
172,32.76156178923427
173,36.22225110475696
174,16.679335675503033
175,27.64835832995541
176,21.548585485854858
177,31.660655737704918
178,29.372536725188105
179,28.307692307692307
180,27.423076923076923
181,33.219665683382495
182,32.42933537051184
183,36.26570458404075
184,25.000461467466543
185,18.96317689530686
186,29.7451952882827
187,54.30864197530864
188,19.026427962489343
189,27.13086136595311
190,32.99763344727847
191,48.44764621968616
192,29.75908552691502
193,41.40658800393314
194,37.644660194174755
195,24.83189850475759
196,40.652573018080666
197,40.405574368325084
198,35.49454635597422
199,32.219452887538
200,43.44298932384341
201,37.0667464830889
202,31.902429618202852
203,35.32486345286155
204,27.12699967352269
205,37.33986425918812
206,35.06085106382979
207,45.80255228642326
208,22.586229086229086
209,26.387539184952978
210,36.45862980280545
211,39.65359623571589
212,16.50985915492958
213,20.581854043392504
214,33.90943336995762
215,14.164149704530532
216,23.8445558739255
217,22.066191446028512
218,22.05656517029727
219,21.178924259055982
220,24.14876033057851
221,19.977909396510324
222,30.905571293673276
223,29.87237532808399
224,29.336299592139415
225,39.59815436241611
226,24.519823788546255
227,27.485714285714284
228,25.17113955408753
229,23.630564656003084
230,25.934572626207398
231,23.549353103648787
232,16.334119033588685
233,28.69255819563382
234,28.883228206372312
235,25.715991843868338
236,25.24779220779221
237,30.976951887064246
238,34.86848596978107
239,24.408874404612686
240,17.657280726653422
